policy_id,customer_age,property_value,premium_amount,property_location,construction_type,fire_alarm_installed,claim_amount,is_fraud
926,68,4140,26.38,Suburban,Kayu,Ya,1646.55,1
927,28,1693,25.08,Urban,Beton,Tidak,0.0,0
928,60,1109,6.0,Rural,Beton,Ya,0.0,0
929,49,4124,57.8,Suburban,Kayu,Ya,0.0,0
930,58,2536,13.09,Urban,Beton,Ya,2285.01,1
931,50,4125,38.42,Rural,Kayu,Ya,4079.87,0
932,65,1485,10.32,Rural,Campuran,Ya,816.51,1
933,26,3932,53.15,Urban,Campuran,Tidak,0.0,0
934,53,2882,20.22,Rural,Kayu,Ya,0.0,0
935,73,4523,70.77,Urban,Campuran,Ya,0.0,0
936,64,2779,48.7,Suburban,Beton,Tidak,0.0,0
937,25,3002,41.84,Urban,Beton,Ya,0.0,0
938,62,3563,63.04,Rural,Beton,Tidak,0.0,0
939,46,738,5.99,Urban,Campuran,Ya,0.0,0
940,49,3280,19.07,Rural,Beton,Ya,0.0,0
941,71,1013,17.76,Urban,Kayu,Ya,0.0,0
942,25,3815,71.23,Urban,Kayu,Tidak,0.0,0
943,66,1696,24.34,Rural,Beton,Ya,0.0,0
944,58,4705,63.95,Urban,Kayu,Ya,0.0,0
945,72,4839,94.25,Urban,Beton,Ya,0.0,0
946,61,2521,38.55,Rural,Beton,Tidak,0.0,0
947,44,2683,38.33,Rural,Kayu,Tidak,0.0,0
948,24,567,6.77,Suburban,Kayu,Tidak,0.0,0
949,26,3761,47.05,Urban,Beton,Tidak,3151.6,1
950,51,2030,36.76,Urban,Beton,Ya,0.0,0
951,32,1701,20.63,Urban,Beton,Ya,1601.46,1
952,43,238,4.14,Urban,Beton,Ya,0.0,0
953,70,3916,49.29,Suburban,Beton,Ya,0.0,0
954,70,1788,27.89,Suburban,Kayu,Tidak,0.0,0
955,44,4548,39.17,Urban,Kayu,Ya,0.0,0
956,65,752,14.34,Urban,Beton,Tidak,0.0,0
957,62,4270,69.0,Rural,Campuran,Tidak,0.0,0
958,30,4283,73.5,Urban,Kayu,Ya,0.0,0
959,43,4743,28.11,Suburban,Beton,Ya,0.0,0
960,47,4357,36.96,Rural,Campuran,Tidak,0.0,0
961,53,2090,37.59,Urban,Beton,Ya,0.0,0
962,32,1865,15.29,Urban,Beton,Tidak,0.0,0
963,37,618,4.97,Suburban,Kayu,Ya,0.0,0
964,56,1737,30.89,Suburban,Beton,Ya,0.0,0
965,40,3218,45.05,Suburban,Campuran,Ya,0.0,0
966,59,3023,53.92,Urban,Beton,Tidak,0.0,0
967,49,3567,47.55,Urban,Beton,Ya,0.0,0
968,37,2123,11.86,Urban,Beton,Ya,0.0,0
969,57,2169,39.81,Urban,Campuran,Tidak,0.0,0
970,46,4755,78.64,Rural,Beton,Tidak,0.0,0
971,54,4888,65.79,Rural,Beton,Ya,0.0,0
972,37,266,5.11,Suburban,Beton,Ya,0.0,0
973,22,591,4.88,Rural,Beton,Ya,414.25,0
974,49,3445,24.29,Rural,Kayu,Ya,0.0,0
975,47,4905,82.64,Suburban,Kayu,Ya,0.0,0
976,43,3427,59.63,Urban,Campuran,Ya,0.0,0
977,62,1438,28.1,Suburban,Beton,Ya,0.0,0
978,74,1408,24.51,Suburban,Kayu,Ya,570.01,1
979,49,3345,38.03,Rural,Kayu,Ya,0.0,0
980,55,3210,36.31,Rural,Beton,Ya,0.0,0
981,47,4333,71.22,Suburban,Beton,Tidak,0.0,0
982,59,482,8.56,Suburban,Beton,Ya,0.0,0
983,49,2743,48.42,Suburban,Kayu,Ya,0.0,0
984,65,937,11.8,Suburban,Kayu,Ya,0.0,0
985,18,2791,43.44,Urban,Beton,Ya,0.0,0
986,20,813,10.6,Rural,Beton,Ya,0.0,0
987,26,3006,51.75,Suburban,Kayu,Ya,0.0,0
988,23,4746,29.27,Urban,Campuran,Ya,0.0,0
989,75,673,13.29,Rural,Campuran,Tidak,451.89,0
990,54,3433,50.26,Suburban,Beton,Ya,0.0,0
991,29,1486,20.19,Urban,Beton,Ya,0.0,0
992,22,1777,20.95,Urban,Beton,Tidak,0.0,0
993,65,231,3.97,Urban,Beton,Ya,176.66,1
994,67,4608,61.29,Rural,Campuran,Ya,0.0,0
995,44,401,3.38,Urban,Beton,Tidak,0.0,0
996,39,865,16.0,Rural,Beton,Ya,0.0,0
997,50,667,8.4,Rural,Kayu,Ya,372.32,0
998,51,3124,28.17,Rural,Beton,Ya,0.0,0
999,53,1125,16.74,Suburban,Campuran,Ya,0.0,0
1000,27,3355,64.16,Suburban,Campuran,Tidak,2497.47,0
